MCC,AUC,Balanced Accuracy,F1,F2,Recall,Specificity,Precision,PRAUC,NPV,Estimator,Best Params,Fold
0.9174679487179487,0.9983974358974359,0.9587339743589743,0.96875,0.96875,0.96875,0.9487179487179487,0.96875,0.9990457459207459,0.9487179487179487,LogisticRegression,"{'clf__C': 0.04337892866429277, 'clf__l1_ratio': 0.16674683796980805}",1
0.9164923742549432,0.9919028340080971,0.952834008097166,0.9696969696969697,0.9785932721712538,0.9846153846153847,0.9210526315789473,0.9552238805970149,0.9952079435164463,0.9722222222222222,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",2
0.9593291927174946,0.9983552631578948,0.984375,0.9841269841269841,0.9748427672955975,0.96875,1.0,1.0,0.9990457459207459,0.95,LogisticRegression,"{'clf__C': 0.7626317210861981, 'clf__l1_ratio': 0.16730327116010316}",3
0.9369589842087575,0.9954769736842106,0.9658717105263157,0.9767441860465116,0.9813084112149533,0.984375,0.9473684210526315,0.9692307692307692,0.9972800382085893,0.972972972972973,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",4
0.9176629354822471,0.9786184210526316,0.9473684210526316,0.9696969696969697,0.9876543209876543,1.0,0.8947368421052632,0.9411764705882353,0.9825210226169578,1.0,LogisticRegression,"{'clf__C': 0.07493125783209233, 'clf__l1_ratio': 0.1877769186302062}",5
0.939012843656087,0.985176282051282,0.9615384615384616,0.9770992366412213,0.9907120743034056,1.0,0.9230769230769231,0.9552238805970149,0.9869983674980622,1.0,LogisticRegression,"{'clf__C': 0.07493125783209233, 'clf__l1_ratio': 0.5205961087805662}",6
0.937991108087845,0.9947368421052631,0.9714574898785425,0.9767441860465116,0.9722222222222222,0.9692307692307692,0.9736842105263158,0.984375,0.9966536129382126,0.9487179487179487,LogisticRegression,"{'clf__C': 0.2312614033209604, 'clf__l1_ratio': 0.8326320323149597}",7
0.9161184210526315,0.9942434210526315,0.9580592105263157,0.96875,0.96875,0.96875,0.9473684210526315,0.96875,0.9965103768326609,0.9473684210526315,LogisticRegression,"{'clf__C': 0.9274366308483578, 'clf__l1_ratio': 0.043671649328753115}",8
0.9580592105263158,0.9983552631578947,0.979029605263158,0.984375,0.984375,0.984375,0.9736842105263158,0.984375,0.9990808823529411,0.9736842105263158,LogisticRegression,"{'clf__C': 1.1374773354014223, 'clf__l1_ratio': 0.043642084957462246}",9
0.9369589842087575,0.9967105263157895,0.9658717105263157,0.9767441860465116,0.9813084112149533,0.984375,0.9473684210526315,0.9692307692307692,0.9980634243605273,0.972972972972973,LogisticRegression,"{'clf__C': 0.6535779679595465, 'clf__l1_ratio': 0.015343738624176817}",10
0.937991108087845,0.9979967948717948,0.9665464743589743,0.9767441860465116,0.9813084112149533,0.984375,0.9487179487179487,0.9692307692307692,0.9987823425244671,0.9736842105263158,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",11
0.9794737547744264,1.0,0.9923076923076923,0.9922480620155039,0.9876543209876543,0.9846153846153847,1.0,1.0,0.9999999999999996,0.9743589743589743,LogisticRegression,"{'clf__C': 0.5455504206863588, 'clf__l1_ratio': 0.005061969638388564}",12
0.917796265019199,0.9983552631578948,0.963404605263158,0.9682539682539683,0.9591194968553459,0.953125,0.9736842105263158,0.9838709677419355,0.9990343586534993,0.925,LogisticRegression,"{'clf__C': 0.7387687523800209, 'clf__l1_ratio': 0.501772627876448}",13
0.873603351065016,0.9880756578947368,0.9317434210526316,0.9538461538461539,0.9627329192546584,0.96875,0.8947368421052632,0.9393939393939394,0.9925671934720932,0.9444444444444444,LogisticRegression,"{'clf__C': 0.6582862963075713, 'clf__l1_ratio': 0.11727538919642456}",14
0.895270948831327,0.9851973684210527,0.9395559210526316,0.9618320610687023,0.9752321981424149,0.984375,0.8947368421052632,0.9402985074626866,0.9888548607477263,0.9714285714285714,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",15
0.919053792967008,0.9879807692307692,0.9637419871794872,0.9682539682539683,0.9591194968553459,0.953125,0.9743589743589743,0.9838709677419355,0.9906307072310288,0.926829268292683,LogisticRegression,"{'clf__C': 0.6723879680239724, 'clf__l1_ratio': 0.0847371765757321}",16
0.9792504375581025,0.9979757085020243,0.986842105263158,0.9923664122137404,0.9969325153374233,1.0,0.9736842105263158,0.9848484848484849,0.9987974895589655,1.0,LogisticRegression,"{'clf__C': 0.9274366308483578, 'clf__l1_ratio': 0.043671649328753115}",17
0.9593291927174946,0.9983552631578947,0.984375,0.9841269841269841,0.9748427672955975,0.96875,1.0,1.0,0.9990808823529411,0.95,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",18
0.916035513831031,0.993421052631579,0.9527138157894737,0.9692307692307692,0.9782608695652174,0.984375,0.9210526315789473,0.9545454545454546,0.9958645237121861,0.9722222222222222,LogisticRegression,"{'clf__C': 0.6517201617336181, 'clf__l1_ratio': 0.2944214463795741}",19
0.958467676597046,0.9962993421052632,0.9736842105263157,0.9846153846153847,0.9937888198757764,1.0,0.9473684210526315,0.9696969696969697,0.9977888843340634,1.0,LogisticRegression,"{'clf__C': 0.6517201617336181, 'clf__l1_ratio': 0.2944214463795741}",20
0.937991108087845,0.9959935897435896,0.9665464743589743,0.9767441860465116,0.9813084112149533,0.984375,0.9487179487179487,0.9692307692307692,0.9975240538255887,0.9736842105263158,LogisticRegression,"{'clf__C': 0.8884882088688967, 'clf__l1_ratio': 0.019164657893041004}",21
0.9373116454298345,0.9963562753036437,0.965991902834008,0.9770992366412213,0.9815950920245399,0.9846153846153847,0.9473684210526315,0.9696969696969697,0.997886521221055,0.972972972972973,LogisticRegression,"{'clf__C': 0.9274366308483578, 'clf__l1_ratio': 0.043671649328753115}",22
0.9161184210526315,0.9827302631578948,0.9580592105263157,0.96875,0.96875,0.96875,0.9473684210526315,0.96875,0.9864774369775213,0.9473684210526315,LogisticRegression,"{'clf__C': 0.23879404075245253, 'clf__l1_ratio': 0.9523800798479475}",23
0.9580592105263158,0.9967105263157895,0.979029605263158,0.984375,0.984375,0.984375,0.9736842105263158,0.984375,0.9980009478083423,0.9736842105263158,LogisticRegression,"{'clf__C': 1.4092891818068964, 'clf__l1_ratio': 0.05446192844779088}",24
0.8985269856342442,0.9864309210526316,0.955592105263158,0.96,0.9463722397476341,0.9375,0.9736842105263158,0.9836065573770492,0.989290692058293,0.9024390243902439,LogisticRegression,"{'clf__C': 7.05302163132357, 'clf__l1_ratio': 0.4241182968626559}",25
0.8767862957495028,0.9955929487179487,0.9280849358974359,0.9545454545454546,0.9722222222222222,0.984375,0.8717948717948718,0.9264705882352942,0.9974904565614843,0.9714285714285714,LogisticRegression,"{'clf__C': 0.045210900543003064, 'clf__l1_ratio': 0.03263398970600623}",26
0.9582995951417004,0.9979757085020243,0.9791497975708503,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.9736842105263158,0.9846153846153847,0.9987974895589655,0.9736842105263158,LogisticRegression,"{'clf__C': 0.553855579491035, 'clf__l1_ratio': 0.16031085103647413}",27
0.8797835142550053,0.9954769736842106,0.947779605263158,0.9516129032258065,0.9335443037974683,0.921875,0.9736842105263158,0.9833333333333333,0.9972207998438313,0.8809523809523809,LogisticRegression,"{'clf__C': 0.7626317210861981, 'clf__l1_ratio': 0.013530200256577304}",28
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,LogisticRegression,"{'clf__C': 0.7626317210861981, 'clf__l1_ratio': 0.16730327116010316}",29
0.8525592384567735,0.9773848684210527,0.9185855263157895,0.9465648854961832,0.9597523219814241,0.96875,0.868421052631579,0.9253731343283582,0.9841058770007713,0.9428571428571428,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",30
0.8965084614012637,0.9775641025641025,0.9459134615384616,0.9612403100775194,0.9657320872274143,0.96875,0.9230769230769231,0.9538461538461539,0.9801823469268238,0.9473684210526315,LogisticRegression,"{'clf__C': 0.09373766404709012, 'clf__l1_ratio': 0.5003420920853354}",31
0.9165991902834008,0.9983805668016195,0.9582995951417004,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9473684210526315,0.9692307692307692,0.9990745572835122,0.9473684210526315,LogisticRegression,"{'clf__C': 0.6517201617336181, 'clf__l1_ratio': 0.07074510164556103}",32
0.9379826592058804,0.9897203947368421,0.9605263157894737,0.9770992366412213,0.9907120743034056,1.0,0.9210526315789473,0.9552238805970149,0.9928950542452627,1.0,LogisticRegression,"{'clf__C': 0.14714978674351292, 'clf__l1_ratio': 0.47273713613639634}",33
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,LogisticRegression,"{'clf__C': 0.045210900543003064, 'clf__l1_ratio': 0.03263398970600623}",34
0.9369589842087575,0.9930098684210527,0.9658717105263157,0.9767441860465116,0.9813084112149533,0.984375,0.9473684210526315,0.9692307692307692,0.9956824410501875,0.972972972972973,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",35
0.9794737547744264,0.999198717948718,0.9871794871794872,0.9922480620155039,0.9968847352024922,1.0,0.9743589743589743,0.9846153846153847,0.9995154747596153,1.0,LogisticRegression,"{'clf__C': 0.44109499458285756, 'clf__l1_ratio': 0.007192127877889032}",36
0.9586911737847864,0.9838056680161944,0.9736842105263157,0.9848484848484849,0.9938837920489296,1.0,0.9473684210526315,0.9701492537313433,0.9875761181366411,1.0,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",37
0.9369589842087575,0.9971217105263157,0.9658717105263157,0.9767441860465116,0.9813084112149533,0.984375,0.9473684210526315,0.9692307692307692,0.998319571901511,0.972972972972973,LogisticRegression,"{'clf__C': 0.3311721767807895, 'clf__l1_ratio': 0.23705948996927073}",38
0.8959004429201081,0.9913651315789473,0.9502467105263157,0.9606299212598425,0.9561128526645768,0.953125,0.9473684210526315,0.9682539682539683,0.9946814304997298,0.9230769230769231,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",39
0.9593291927174946,1.0,0.984375,0.9841269841269841,0.9748427672955975,0.96875,1.0,1.0,1.0,0.95,LogisticRegression,"{'clf__C': 0.5455504206863588, 'clf__l1_ratio': 0.015343738624176817}",40
