MCC,AUC,Balanced Accuracy,F1,F2,Recall,Specificity,Precision,PRAUC,NPV,Estimator,Best Params,Fold
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,LogisticRegression,"{'clf__C': 0.5100189589779756, 'clf__l1_ratio': 0.026189862885629855}",1
0.9180784496242018,0.9914979757085021,0.9473684210526316,0.9701492537313433,0.9878419452887538,1.0,0.8947368421052632,0.9420289855072463,0.9950100647916975,1.0,LogisticRegression,"{'clf__C': 1.4092891818068964, 'clf__l1_ratio': 0.05446192844779088}",2
0.9161184210526315,0.9983552631578948,0.9580592105263157,0.96875,0.96875,0.96875,0.9473684210526315,0.96875,0.9990457459207459,0.9473684210526315,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",3
0.9161184210526315,0.9917763157894738,0.9580592105263157,0.96875,0.96875,0.96875,0.9473684210526315,0.96875,0.994892709364718,0.9473684210526315,LogisticRegression,"{'clf__C': 0.5100189589779756, 'clf__l1_ratio': 0.026189862885629855}",4
0.9176629354822471,0.9773848684210527,0.9473684210526316,0.9696969696969697,0.9876543209876543,1.0,0.8947368421052632,0.9411764705882353,0.9793470638484415,1.0,LogisticRegression,"{'clf__C': 0.3311721767807895, 'clf__l1_ratio': 0.23705948996927073}",5
0.9591501029395347,0.9863782051282051,0.9743589743589743,0.9846153846153847,0.9937888198757764,1.0,0.9487179487179487,0.9696969696969697,0.9885620261929084,1.0,LogisticRegression,"{'clf__C': 1.2324247876593164, 'clf__l1_ratio': 0.021434644965791394}",6
0.8748987854251012,0.9789473684210526,0.9374493927125507,0.9538461538461539,0.9538461538461539,0.9538461538461539,0.9210526315789473,0.9538461538461539,0.9833525963203595,0.9210526315789473,LogisticRegression,"{'clf__C': 0.9790694585980826, 'clf__l1_ratio': 0.5003420920853354}",7
0.895270948831327,0.9917763157894737,0.9395559210526316,0.9618320610687023,0.9752321981424149,0.984375,0.8947368421052632,0.9402985074626866,0.995060038471623,0.9714285714285714,LogisticRegression,"{'clf__C': 1.9814352500434589, 'clf__l1_ratio': 0.7077879216576055}",8
0.9791345430742884,1.0,0.986842105263158,0.9922480620155039,0.9968847352024922,1.0,0.9736842105263158,0.9846153846153847,1.0,1.0,LogisticRegression,"{'clf__C': 0.3311721767807895, 'clf__l1_ratio': 0.23705948996927073}",9
0.958467676597046,0.9967105263157895,0.9736842105263157,0.9846153846153847,0.9937888198757764,1.0,0.9473684210526315,0.9696969696969697,0.9980009478083423,1.0,LogisticRegression,"{'clf__C': 0.9274366308483578, 'clf__l1_ratio': 0.043671649328753115}",10
0.939012843656087,0.9975961538461539,0.9615384615384616,0.9770992366412213,0.9907120743034056,1.0,0.9230769230769231,0.9552238805970149,0.9985261949834834,1.0,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",11
0.9595672101365442,1.0,0.9846153846153847,0.984375,0.9752321981424149,0.9692307692307692,1.0,1.0,0.9999999999999996,0.95,LogisticRegression,"{'clf__C': 2.4171889652525564, 'clf__l1_ratio': 0.5036116859106208}",12
0.9791345430742884,0.9967105263157895,0.986842105263158,0.9922480620155039,0.9968847352024922,1.0,0.9736842105263158,0.9846153846153847,0.9979646514897182,1.0,LogisticRegression,"{'clf__C': 0.7240889455756222, 'clf__l1_ratio': 0.019164657893041004}",13
0.873603351065016,0.9827302631578948,0.9317434210526316,0.9538461538461539,0.9627329192546584,0.96875,0.8947368421052632,0.9393939393939394,0.9893085125429512,0.9444444444444444,LogisticRegression,"{'clf__C': 1.9017084214076208, 'clf__l1_ratio': 0.5777805476952224}",14
0.8746474853815167,0.9864309210526316,0.9263980263157895,0.9545454545454546,0.9722222222222222,0.984375,0.868421052631579,0.9264705882352942,0.9903393405627984,0.9705882352941176,LogisticRegression,"{'clf__C': 1.1146723065725677, 'clf__l1_ratio': 0.026189862885629855}",15
0.919053792967008,0.9879807692307692,0.9637419871794872,0.9682539682539683,0.9591194968553459,0.953125,0.9743589743589743,0.9838709677419355,0.9904297796863512,0.926829268292683,LogisticRegression,"{'clf__C': 1.8801260535859663, 'clf__l1_ratio': 0.026189862885629855}",16
0.9792504375581025,0.9975708502024292,0.986842105263158,0.9923664122137404,0.9969325153374233,1.0,0.9736842105263158,0.9848484848484849,0.9985452827493817,1.0,LogisticRegression,"{'clf__C': 0.3311721767807895, 'clf__l1_ratio': 0.23705948996927073}",17
0.9793541828085565,0.9991776315789475,0.9921875,0.9921259842519685,0.987460815047022,0.984375,1.0,1.0,0.9995265151515151,0.9743589743589743,LogisticRegression,"{'clf__C': 0.6215954252229893, 'clf__l1_ratio': 0.15701351643641567}",18
0.8974920561468396,0.9851973684210527,0.9342105263157895,0.9624060150375939,0.9846153846153847,1.0,0.868421052631579,0.927536231884058,0.9894550183791341,1.0,LogisticRegression,"{'clf__C': 1.5102869635907126, 'clf__l1_ratio': 0.7087425092157766}",19
0.9379826592058804,0.995888157894737,0.9605263157894737,0.9770992366412213,0.9907120743034056,1.0,0.9210526315789473,0.9552238805970149,0.9975574006666497,1.0,LogisticRegression,"{'clf__C': 0.3311721767807895, 'clf__l1_ratio': 0.23705948996927073}",20
0.937991108087845,0.9959935897435896,0.9665464743589743,0.9767441860465116,0.9813084112149533,0.984375,0.9487179487179487,0.9692307692307692,0.9975574006666497,0.9736842105263158,LogisticRegression,"{'clf__C': 0.9274366308483578, 'clf__l1_ratio': 0.043671649328753115}",21
0.8958243554480808,0.9951417004048583,0.939676113360324,0.9624060150375939,0.975609756097561,0.9846153846153847,0.8947368421052632,0.9411764705882353,0.9971874499931377,0.9714285714285714,LogisticRegression,"{'clf__C': 1.0094708440975106, 'clf__l1_ratio': 0.019164657893041004}",22
0.9593291927174946,0.9971217105263158,0.984375,0.9841269841269841,0.9748427672955975,0.96875,1.0,1.0,0.9983706550802138,0.95,LogisticRegression,"{'clf__C': 1.7826698210936434, 'clf__l1_ratio': 0.5914456344669311}",23
0.958467676597046,0.9950657894736843,0.9736842105263157,0.9846153846153847,0.9937888198757764,1.0,0.9473684210526315,0.9696969696969697,0.9970451055846825,1.0,LogisticRegression,"{'clf__C': 1.9702152702559057, 'clf__l1_ratio': 0.5906562289852741}",24
0.9791345430742884,0.9864309210526316,0.986842105263158,0.9922480620155039,0.9968847352024922,1.0,0.9736842105263158,0.9846153846153847,0.9890503074429084,1.0,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",25
0.8795603297252405,0.9971955128205129,0.9230769230769231,0.9552238805970149,0.9815950920245399,1.0,0.8461538461538461,0.9142857142857143,0.9983421299885853,1.0,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",26
0.9792504375581025,1.0,0.986842105263158,0.9923664122137404,0.9969325153374233,1.0,0.9736842105263158,0.9848484848484849,0.9999999999999996,1.0,LogisticRegression,"{'clf__C': 1.8871577494554301, 'clf__l1_ratio': 0.026189862885629855}",27
0.8985269856342442,0.9954769736842105,0.955592105263158,0.96,0.9463722397476341,0.9375,0.9736842105263158,0.9836065573770492,0.997127419916467,0.9024390243902439,LogisticRegression,"{'clf__C': 0.9492238352647477, 'clf__l1_ratio': 0.036308917333813785}",28
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,LogisticRegression,"{'clf__C': 0.9274366308483578, 'clf__l1_ratio': 0.043671649328753115}",29
0.8746474853815167,0.9814967105263157,0.9263980263157895,0.9545454545454546,0.9722222222222222,0.984375,0.868421052631579,0.9264705882352942,0.9867090536919483,0.9705882352941176,LogisticRegression,"{'clf__C': 0.6315269570343085, 'clf__l1_ratio': 0.6229756888510405}",30
0.9174303138336344,0.983974358974359,0.9537259615384616,0.9692307692307692,0.9782608695652174,0.984375,0.9230769230769231,0.9545454545454546,0.9883629215543785,0.972972972972973,LogisticRegression,"{'clf__C': 0.28547072560927855, 'clf__l1_ratio': 0.29826163136513073}",31
